ut_ms,power,sa,sx,sy,sz,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min,flagcomms,ACROSS_TRACK,D1PVMC,D4PNPO,EARTH,INERTIAL,MAINTENANCE,NADIR,RADIO_SCIENCE,SLEW,WARMUP
2008-08-23 08:00:00,0.0015078027433628317,0.32967213114754096,14.32049180327869,90.32967213114753,104.31622950819673,241800159.82512,356303701.299971,19.3900749648847,522.863536732556,1.78333333333333,26.9333333333333,0,0,0,0,1,0,0,0,0,0,0
2008-08-23 09:00:00,0.0015975923214285714,0.32935483870967747,14.310645161290322,90.32935483870968,104.30854838709678,241800159.82512,356303701.299971,19.3900749648847,522.863536732556,1.78333333333333,26.9333333333333,1,0,0,0,1,0,0,0,0,0,0
2008-08-23 10:00:00,0.0015704108849557523,0.33,14.304,90.33,104.3,241800159.82512,356303701.299971,19.3900749648847,522.863536732556,1.78333333333333,26.9333333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-23 11:00:00,0.0015186333928571428,1.0407462686567164,14.438507462686568,89.58208955223881,104.19179104477612,241800159.82512,356303701.299971,19.3900749648847,522.863536732556,1.78333333333333,26.9333333333333,0,0,0,0,1,0,0,0,0,1,0
2008-08-23 12:00:00,0.001499976725663717,22.036511627906975,26.308953488372094,68.09011627906976,100.71651162790698,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,1,0,0,0,1,1,0,0,0,1,0
2008-08-23 13:00:00,0.0015686407142857142,0.33,14.281666666666666,90.33,104.28,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-23 14:00:00,0.0015078027433628317,0.33,14.276166666666665,90.33,104.2705,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-23 15:00:00,0.0015475850000000002,0.27967213114754097,7.189180327868852,90.16491803278689,97.18803278688524,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,1,0,1,0,0,0,0
2008-08-23 16:00:00,0.0015364981415929204,0.2798333333333333,7.491666666666666,90.172,97.48766666666667,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,1,0,0,0,1,0,1,0,0,0,0
2008-08-23 17:00:00,0.0014791539285714287,0.33,14.252333333333333,90.33,104.25,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-23 18:00:00,0.0015025853982300885,3.401818181818182,14.297532467532468,90.70103896103896,97.40662337662337,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,1,0,0,0,0,1,0
2008-08-23 19:00:00,0.00149231375,33.88171806167401,37.40312775330396,65.6191629955947,84.49674008810572,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,1,0,1,0
2008-08-23 20:00:00,0.0014947593805309733,2.4390243902439024,17.38512195121951,88.94231707317073,107.24573170731706,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,1,0,0,0,1,0,0,0,0,1,0
2008-08-23 21:00:00,0.0015054735714285714,0.33,14.2245,90.33,104.22,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-23 22:00:00,0.0015730195575221239,0.32967213114754096,14.218360655737706,90.32967213114753,104.21311475409836,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-23 23:00:00,0.0015844325,0.32967213114754096,14.209836065573771,90.32967213114753,104.2055737704918,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,1,0,0,0,0,0,0
2008-08-24 00:00:00,0.0014843246902654869,0.32967213114754096,14.200819672131148,90.32967213114753,104.19852459016394,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,1,0,0,0,1,0,0,0,0,0,0
2008-08-24 01:00:00,0.001502841607142857,10.463069306930693,21.380000000000003,89.19405940594059,82.93594059405942,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,1,0,0,1,0,1,0
2008-08-24 02:00:00,0.0015051940707964601,31.05726851851852,35.51708333333333,65.01689814814814,91.24671296296297,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,1,0,1,0
2008-08-24 03:00:00,0.0015291612499999999,0.7507692307692309,14.253384615384617,90.29092307692308,104.25076923076924,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,1,0,0,0,1,0,0,0,0,1,0
2008-08-24 04:00:00,0.0015495415044247788,0.33,14.172833333333333,90.33,104.17,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 05:00:00,0.0014949457142857145,0.32967213114754096,14.16672131147541,90.32967213114753,104.16163934426228,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 06:00:00,0.0014869333628318585,0.33,14.159166666666666,90.33,104.154,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 07:00:00,0.001508105535714286,0.33,14.15,90.33,104.14683333333333,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 08:00:00,0.0015182374336283186,19.329166666666666,23.773000000000003,82.69933333333333,80.00191666666666,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,1,0,0,1,0,0,0,0,1,0
2008-08-24 09:00:00,0.0014896817857142856,34.02035897435898,36.855589743589746,66.60692307692308,104.38035897435897,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,1,0,0,0,0,0,0,0,1,0
2008-08-24 10:00:00,0.0015443241592920354,3.802564102564103,19.51448717948718,92.88628205128205,109.11128205128206,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,1,0,0,0,0,1,0
2008-08-24 11:00:00,0.001508105535714286,0.3173333333333333,13.609166666666665,90.31733333333334,103.6075,241660298.976336,356843151.495015,19.2147343649455,523.468926197049,0.0,26.5833333333333,0,0,0,0,1,0,1,0,0,0,0
2008-08-24 12:00:00,0.001531280796460177,0.2542622950819672,1.3840983606557378,90.02540983606558,91.38393442622952,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 13:00:00,0.001502841607142857,0.20166666666666666,5.219666666666667,90.01316666666666,95.21966666666667,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,1,0,0,0,1,0,0,1,0
2008-08-24 14:00:00,0.0015286721238938054,0.31183333333333335,13.637166666666667,90.31183333333334,103.632,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,1,0,0,0,0,1,0
2008-08-24 15:00:00,0.0015344251785714288,23.85914893617021,34.10382978723405,81.86675531914894,65.24281914893616,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,1,0,0,1,0,1,0
2008-08-24 16:00:00,0.0015025853982300885,27.012418300653593,30.288954248366014,69.75065359477125,106.00019607843137,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,1,0,0,1,0,1,0
2008-08-24 17:00:00,0.001502841607142857,0.3295081967213115,14.07983606557377,90.3295081967213,104.07442622950819,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,1,0,0,0,1,0,0,0,0,0,0
2008-08-24 18:00:00,0.0015364981415929204,0.33,14.07,90.33,104.06766666666665,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 19:00:00,0.0014844178571428572,0.3295081967213115,14.06344262295082,90.3295081967213,104.06065573770492,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 20:00:00,0.0015364981415929204,0.33,14.055666666666667,90.33,104.05066666666667,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 21:00:00,0.0015370571428571429,0.33,14.0485,90.33,104.04350000000001,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-24 22:00:00,0.0015286721238938054,26.263181818181817,32.892878787878786,70.48025252525252,75.34535353535352,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,1,0,0,1,0,1,0
2008-08-24 23:00:00,0.0015212653571428573,16.65076923076923,24.76811965811966,77.27863247863249,108.35965811965812,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,1,0,0,1,0,1,0
2008-08-25 00:00:00,0.0015208461061946902,0.3295081967213115,14.028032786885245,90.3295081967213,104.02278688524589,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,1,0,0,0,1,0,0,0,0,0,0
2008-08-25 01:00:00,0.001558112857142857,0.32166666666666666,14.02,90.32166666666666,104.016,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 02:00:00,0.0015730195575221239,0.319672131147541,14.011639344262296,90.31967213114754,104.00967213114754,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 03:00:00,0.0015686407142857142,0.32,14.004,90.32,104.0,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 04:00:00,0.0015573675221238939,0.32,13.996666666666666,90.32,103.99166666666666,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 05:00:00,0.0015238973214285714,23.155894736842104,24.832526315789476,67.28252631578947,92.21957894736843,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,1,1,0,0,0,1,0
2008-08-25 06:00:00,0.0015364981415929204,5.392,40.286857142857144,85.29471428571429,127.9662857142857,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,1,1
2008-08-25 07:00:00,0.0014975776785714286,0.36,51.0,90.0,141.0,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 08:00:00,0.0015521501769911504,0.36,51.0,90.0,141.0,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 09:00:00,0.0014870498214285715,0.3590163934426229,50.39262295081967,90.00491803278689,140.39262295081969,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 10:00:00,0.0015495415044247788,0.26016666666666666,42.38666666666666,90.07416666666667,132.38583333333332,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,0,0,0,0,0,1,1
2008-08-25 11:00:00,0.0014975776785714286,2.2444285714285717,12.97642857142857,90.40814285714285,102.85857142857142,241519333.695108,357374355.342686,19.0390523929577,524.080160732136,0.0,26.1,0,0,0,0,1,0,0,0,0,1,0
2008-08-25 12:00:00,0.0015364981415929204,34.363788546255506,35.78665198237886,67.1462114537445,82.02127753303965,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,1,0,1,0
2008-08-25 13:00:00,0.0015107375,13.426930693069307,26.009999999999998,90.16653465346535,115.62108910891088,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,0,0,1,0,1,0
2008-08-25 14:00:00,0.0015025853982300885,0.319672131147541,13.924590163934425,90.31967213114754,103.9204918032787,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,1,0,0,0,1,0,0,0,0,0,0
2008-08-25 15:00:00,0.0015212653571428573,0.3303030303030303,13.074242424242424,90.29999999999998,103.06939393939393,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,0,1,0,0,0,0
2008-08-25 16:00:00,0.0015104114159292038,0.29049586776859504,11.224462809917355,90.25743801652892,101.2199173553719,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,0,1,0,0,0,0
2008-08-25 17:00:00,0.0014791539285714287,0.32,13.900333333333332,90.32,103.89816666666667,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 18:00:00,0.0015443241592920354,5.4135,19.054333333333332,94.10516666666666,91.43058333333333,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,0,0,1,0,1,0
2008-08-25 19:00:00,0.0015107375,22.594774774774773,30.278693693693693,71.22058558558558,99.91256756756756,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,1,0,1,0
2008-08-25 20:00:00,0.0015364981415929204,0.481869918699187,47.32829268292683,90.08032520325203,137.32056910569105,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,1,1
2008-08-25 21:00:00,0.0015186333928571428,0.295,48.436166666666665,90.16,138.435,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 22:00:00,0.0015521501769911504,0.29508196721311475,47.86631147540984,90.1622950819672,137.86360655737707,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,0,0
2008-08-25 23:00:00,0.0014844178571428572,0.29275,48.4285,90.16,138.42608333333334,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,1,1
2008-08-26 00:00:00,0.0015338894690265486,0.2832231404958678,21.77694214876033,90.28322314049586,111.77314049586776,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,1,0,0,0,1,0,0,0,0,1,0
2008-08-26 01:00:00,0.0015607448214285716,11.365028571428573,20.568057142857143,88.03891428571428,86.63874285714286,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,0,0,1,0,1,0
2008-08-26 02:00:00,0.0015051940707964601,26.98513307984791,31.066692015209124,71.60300380228136,99.26619771863118,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,1,0,1,0
2008-08-26 03:00:00,0.0015186333928571428,1.6203649635036497,16.372043795620435,91.11671532846715,106.28751824817518,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,1,0,0,0,1,0,0,0,0,1,0
2008-08-26 04:00:00,0.0015130200884955754,0.32,13.820333333333334,90.32,103.81866666666666,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 05:00:00,0.0015449530357142856,0.28877049180327874,18.879426229508198,90.24286885245901,108.8755737704918,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,0,0,0,0,1,1
2008-08-26 06:00:00,0.0015182374336283186,0.36000000000000004,24.403333333333332,90.16,114.40083333333334,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 07:00:00,0.0015344251785714288,0.2971666666666667,21.0215,90.2105,111.01875,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,0,0,0,0,1,1
2008-08-26 08:00:00,0.001546932831858407,8.749856115107914,17.6868345323741,81.89316546762589,99.61021582733814,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,1,1,0,0,0,1,0
2008-08-26 09:00:00,0.0015238973214285714,9.755886524822694,23.905957446808507,80.81510638297873,105.78716312056737,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,1,0,0,0,1,1
2008-08-26 10:00:00,0.0014634553097345132,0.33999999999999997,32.38925,90.16,122.3865,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 11:00:00,0.0014975776785714286,0.33999999999999997,32.385,90.16,122.38341666666665,241377271.952611,357897265.710581,18.8630292247608,524.697233328856,0.0,25.75,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 12:00:00,0.0015260634513274338,0.3396694214876033,32.22694214876033,90.16115702479338,122.22586776859504,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 13:00:00,0.0015423210714285713,0.3253333333333333,32.33825,90.16033333333333,122.33591666666666,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,0,0,0,0,0,1,1
2008-08-26 14:00:00,0.0015078027433628317,0.97336,16.5448,90.44496,106.49008,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,1,0,0,0,0,1,0
2008-08-26 15:00:00,0.001502841607142857,20.097462121212118,30.027386363636367,81.07128787878787,75.16700757575758,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,0,0,0,1,0,1,0
2008-08-26 16:00:00,0.0015391068141592922,16.183908629441625,33.49878172588833,78.7676649746193,117.06309644670051,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,0,0,0,1,0,1,1
2008-08-26 17:00:00,0.0014975776785714286,0.295,47.36325,90.16,137.36049999999997,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 18:00:00,0.0015104114159292038,0.22975,38.78433333333333,90.16,128.78183333333334,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,0,0,1,0,0,0,1
2008-08-26 19:00:00,0.0015265292857142858,0.27495867768595045,7.223388429752067,90.16338842975208,97.22214876033057,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,0,0,0,0,0,0,0
2008-08-26 20:00:00,0.001515628761061947,0.1716666666666667,8.086166666666667,90.16008333333333,98.08475,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,1,0,0,0,1,0,0,0,0
2008-08-26 21:00:00,0.0014765219642857142,0.27891666666666665,12.313416666666665,90.27874999999999,102.31025,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,1,0,1,0,0,0,0,1,0
2008-08-26 22:00:00,0.0015182374336283186,2.660133333333333,26.970466666666667,90.25553333333333,116.96746666666667,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,1,1,0,0,0,1,0
2008-08-26 23:00:00,0.0015054735714285714,2.161258741258741,19.40132867132867,90.29160839160838,109.40006993006993,241234121.813101,358411830.797199,18.6866671679489,525.320136649074,0.0,25.25,0,0,0,0,1,1,0,0,0,1,0
